mfn;clasificacion;nombre;autor;fechaPublicacion;idEditorial;numeroEdicion
3523;CPERLA&792.31&A769d;Danzas Folkloricas en la villa de los Santos;Arosemena Moreno, Julio;1977;Ministerio de Educación. Direcciones de Publicaciones;
3524;CPERLA&930.1&G517e;Esoterismo del Popolvuh;Girard, Rafael;1948;Stylo;
3531;CPERLA&930.1&S997s;Santiago de los Caballeros de Goathemala en Almolonga: Investigaciones del año 1950;Szecsy, Janos de;1950;Editorial del Ministerio de Educación Pública;
3532;CPERLA&972.84&R618t;Toponimia Nahuat de Cuscatlán;Rivas, Pedro Geoffroy;1973;Ministerio de Educación. Dirección de Cultura. Direccion de Publicaciones;2 ed.
3533;CPERLA&930.5&I59e;Estudios de Cultura Nahuatl;Instituto de Historia de la Universidad Nacional Autonoma de México;1960;s.n;
3533;CPERLA&930.5&I59e;Estudios de Cultura Nahuatl;Instituto de Historia de la Universidad Nacional Autonoma de México;1960;s.n;
3534;CPERLA&420&C292a;Arte de la lengua mexicana gramatica Nahuatl;Carochi, Horacio;1759;Innovación;
3535;CPERLA&930.1&F363e;Retablo de los reyes. Estetica del arte de la Nueva España;Fernandes, Justino;1959;Instituto de investigaciones esteticas. UNAM de México;
3546;CPERLA&930.5&I565e;Estudios de cultura Nahuatl;Instituto de Historia de la Universidad Nacional Autonoma de México;1965;Universidad Nacional Autónoma de México;
3547;CPERLA&930.1&E21t;Television the Eyes of tomorrow;Eddy, William C.;1945;Prentice-Hall;
3549;CPERLA&930&T899e;El legado de España a América;Tudela, José;1954;Pegaso;
3549;CPERLA&930&T899e;El legado de España a América;Tudela, José;1954;Pegaso;
3550;CPERLA&930.1&H565e;Estudio de las Hachas antillanas creación de indices auxiliares para las petaloides;Herrera Fritot, René;1964;Departamento de Antropología. Comision Nacional de la academia de ciencias;
3552;CPERLA&930.1&G635e;maguey y el pulque en los codices mexicanos;Goncalves de Lima, Oswaldo;1956;Fondo de cultura Económica;
3553;CPERLA&930.1&G232e;Epica Nahuatl Divulgación Literaria;Garibay K., Angel María;1964;Universidad Nacional autónoma de México;2 ed.
3554;CPERLA&930.1&C268e;El comercio de los mayas antiguos;Cerdos de Mendez, Amalia;1959;Escuela Nacional de Antropologia e Historia;
3556;CPERLA&972.728 413&E96;Exploración Etnográfica departamento de Sonsonate: Etnografía Salvadoreña;;1975;Ministerio de Educación. Dirección General de Cultura, Juventud y Deportes. Dirección de Publicaciones;
3557;CPERLA&930.1&L356i;Iniciación al lenguaje Nahuat Basado;Latín, Augusto Salvador;s.d;Centro Nacional de Artes. Ministerio de Educación;
3558;CPERLA&930.1&L321t;Toponimia autóctona de El Salvador oriental;Larde y Larín, Jorge;1975;Ministerio del Interior;
3559;CPERLA&972.84&R382;Relaciones y Cartas de Cristobal Colón;;1914;s.n;
3560;CPERLA&972.840 1&S194l;Carta de Colón;Sanz, Carlos;1961;s.n;
3561;CPERLA&972.81&R368p;Popol-Vuh: Cristomatía Quiche;Reinoso, Diego;1962;"Centro Editorial ""Jose de Pineda Ibarra""";
3562;CPERLA&930.1&B655l;Vida de los Mayas;Blom, Frans;s.d;Secretaria de Educación Pública;
3563;CPERLA&930&R788e;Estudio d ela filosofía y riqueza de la lengua mexicana;Rosa, Agustín de la;1889;s.n;
3564;CPERLA&946.01&F363s;Sucesos y dialogo de la Nueva España;Fernandez, Gonzalo de;1946;Ediciones de la Universidad Nacional Autonoma;
3565;CPERLA&972.84&L953g;Gobernantes de El Salvador (Biografías);Luistenschneider, María;1980;s.n;
3566;CPERLA&930.1&H558h;Historia de la cultura en la América Hispanica;Henriquez Ureña, Pedro;1966;Fondo de Cultura Economica;8 ed.
3567;CPERLA&972.728 423&J61c;IV Centenario de la concesión del titulo de ciudad a San Salvador;Jimenez Landi, Antonio;1946;s.n;
3568;CPERLA&410&U81l;Lógica y Lenguaje;Urrutia, Gustavo;1977;s.n;
3570;CPERLA&930&R579g;Gramatica y vocabulario mexicanos;Rincon, Antonio del;1885;Oficina Tip. de la Secretaría de Fomento;
3571;CPERLA&930&R638e;Estudios gramaticales del Idioma Nahuatl;Robelo, Cecilio A.;1902;Edición del Museo Nacional de México;
3572;CPERLA&946.01&C334h;Heraldica General y Fuentes de las Armas de España;Cascante, Ignacio Vicente;1956;Salvat;
3573;CPERLA&930&S131v;Veinte Himnos Sacros de los Nahuas;Sahagun, Bernardino de;1958;Universidad Nacional Autonoma de Mexico;
3574;CPERLA&972.81&L952j;José de Pineda Ibarra y la Primera Imprenta de Guatemala;Lujan Muñoz, Luis;1977;Jose de Pineda Ibarra;
3575;CPERLA&946.01&C334b;Breve relación de la destrucción de las indias occidentales;Casas, Fray Bartolomé de las;1882;Luciernaga;
3576;CPERLA&930.1&L579;Visión de los vencidos relaciones indigenas de la conquista;León Portilla, Miguel;1963;Universidad Nacional Autónoma de México;3 ed.
3577;CPERLA&972&C512o;Obras historicas de Don Fernando de Alva Ixtlilxochitl;Chavero, Alfredo;1891;Oficina Tip. de la secretaria de Fomento;
3578;CPERLA&972.84&X1h;Historias del Origen de los indios de esta provincia de Guatemala, traducidas de la lengua Quiche al castellano para mas comodidad de los ministros del S. Evangelio;Ximenez, Francisco;1926;Biblioteca Nacional;
3579;CPERLA&972.81&M561h;Historia critica de la inquisición en Guatemala;Merida, Martín;1895;s.n;
3580;CPERLA&972.81&J91c;Compendio de la historia de la ciudad de Guatemala;Juarros, Domingo;1936;s.n;3 ed.
3581;CPERLA&930.1&F954h;Historia de Guatemala o Recordación florida;Fuentes y Guzmán, Francisco Antonio de;1883;Luis Navarro;
3581;CPERLA&930.1&F954h;Historia de Guatemala o Recordación florida;Fuentes y Guzmán, Francisco Antonio de;1883;Luis Navarro;
3582;CPERLA&808.833&R294d;Doña Leonor de Alvarado y Otros estudios;Recinos, Adrián;1958;Universitaria;
3583;CPERLA&930.1&M539p;Paginas historicas de la raza Lenca de El Salvador;Mendoza, Jeremias;1913;s.n;
3584;CPERLA&972.02&R294p;Pedro de Alvarado Conquistador de México y Guatemala;Recinos, Adrian;1952;Fono de Cultura Economica;
3585;CPERLA&972.81&D542n;Normas e Institución Jurídicas Mayas;Díaz Vasconcelos, Luis A.;1953;s.n;
3586;CPERLA&946.01&V335d;Descripción de la Nueva España en el siglo XVII;Vasquez de Espinosa, Antonio;1944;Patria;
3587;CPERLA&972&S687c;Códice Pérez;Solis Alcala, Ermilo;1949;s.n;
3588;CPERLA&930.1&R294p;Popol Vuh: las antiguas historias del Quiché;Recinos, Adrián;1947;Fondo de Cultura Economica;
3589;CPERLA&972.84&V863p;Poblamiento Nahuat en El Salvador y otros paises de Centroamérica;Vivo Escoto, Jorge A.;1973;Ministerio de Educación. Dirección de Cultura;
3590;CPERLA&972.726 5&S729p;Plantas alimenticias y plantas de condimento que viven en Yucatán;Souza, Narciso;1950;s.n;
3591;CPERLA&909.04&F363s;Sumario de la Natural Historia de las indias;Fernández de Oviedo, Gonzalo;1950;Fondo de Cultura Economica;
3592;CPERLA&930.1&C794i;Introducción a los Glifos Mayas;Cordán, Wolfgang;1963;Ediciones de la Universidad de Yucatán;
3593;CPERLA&930.1&V595h;Historia Antigua de México;Veytia, Mariano;1944;Leyenda;
3593;CPERLA&930.1&V595h;Historia Antigua de México;Veytia, Mariano;1944;Leyenda;
3594;CPERLA&972.01&P397c;Catalogo alfavetico de los nombres de lugar pertenecientes al idioma nahuatl;Peñafiel, Antonio;1885;Oficina de la secretaria de fomento;
3595;CPERLA&972.84&B265r;Reseña historica de la villa de San Salvador: desde su fundación en 1525, hasta que recibe el titulo de Ciudad en 1546;Barón Castro, Rodolfo;1950;Cultura Hispanica;
3596;CPERLA&930.1&Ch539h;Historia del Arte en Guatemala;Chinchilla Aguilar, Ernesto;1963;Centro Editorial Jose de Pineda Ibarra;
3597;CPERLA&900&F632l;Aventura Inca;Floynoy, Bertrand;1957;Zig-zag;
3598;CPERLA&930.1&K58m;Mesoamérica sus limites geográficos composición étnica y caracteres culturales;Kirchhoff, Paúl;1960;s.n;
3599;CPERLA&930.1&L758e;Valle y la ciudad de México en 1550;Linne, S.;1948;s.n;
3600;CPERLA&930.1&G369l;Llave del Nahuatl: colección de trozos clasicos, con gramatica y vocabulario, para utilidad de los principiantes;Garibay, Angel Marcia;1978;Porrua;4 ed.
3601;CPERLA&930.1&V713b;Bonampak: La ciudad de los muros pintados;Villagra, Agustín;1949;Instituto Nacional de Antropología e historia;
3602;CPERLA&972.86&F363l;Lenguas indigenas de Centroamérica en el siglo XVIII;Fernandez, León;1892;s.n;
3603;CPERLA&930.1&A354a;Apuntes: sobre la Antigua México-Tenochtitlan;Alcocer, Ignacio;1935;s.n;
3604;CPERLA&930&M261e;Ensayo sobre el principio de la población;Malthus, Thomas R.;1951;Fondo de Cultura Economica;
3605;CPERLA&930.1&T468a;A  catalog of Maya heroglyphs;Thompson, Eric S.;1962;s.n;
3606;CPERLA&930.1&P154l;Piedra del Sol;Palacios, Juan;1946;s.n;
3607;CPERLA&930.1&G661l;Clave de los Glifos mayas;Cordan, Wolfgang;1964;Ediciones de la Universidad de Yucatán;
3608;CPERLA&930.1&F449t;Toponimia Arcaica de El Salvador significado de los nombres geograficos indigenas;Fidias Jimenez, Tomás;1936;s.n;
3609;CPERLA&930.1&T821l;La civilización Chibcha;Triana, Miguel;1922;Escuela Tipografica Salesiana;
3610;CPERLA&930.1&G943;Guia del museo Nacional de Arqueologia y etnologia;;s.d;Ministerio de Educación Publica;
3611;CPERLA&930.1&C318e;Culto al agua en el antiguo perú: la Paccha elemento cultural Pan-andino;Carrión, Rebeca;1955;s.n;
3612;CPERLA&930.1&L961h;Honduras Maya;Lunardi, Federico;1947;s.n;
3613;CPERLA&930.1&C377a;Arte indigena de México y Centroamérica;Covarrubias, Miguel;1961;Universidad Nacional autónoma de México;
3614;CPERLA&930.1&V863r;Razas y lenguas indigenas de México, su distribución geografica;Vivo, Jorge A.;1941;s.n;
3615;CPERLA&930.1&B653l;Selva Lacandona;Blom, Frans;1955;Cvltvra;
3616;CPERLA&972.84&L321o;Origen centroamericano de las altas culturas precolombinas;Larde y Larín, Jorge;1947;s.n;
3617;CPERLA&972.81&N222m;Memoria de Tecpán Atitlán;Narciso Teletor, Celso;1946;s.n;
3618;CPERLA&972.81&F954r;Recordación Florida discurso historial y demostración natural, material militar y politica del reino de Guatemala;Fuentes, Francisco Antonio de;1923;s.n;
3618;CPERLA&972.81&F954r;Recordación Florida discurso historial y demostración natural, material militar y politica del reino de Guatemala;Fuentes, Francisco Antonio de;1923;s.n;
3619;CPERLA&972.81&G216l;Libro viejo de la fundación de Guatemala y papeles relativos a D. Pedro de Alvarado;Garcia Granados, Jorge;1934;s.n;
3620;CPERLA&972.08&G172a;Almanaque México al día 1937;Gallo, Joaquin;1937;s.n;
3621;CPERLA&909.09&B338e;Imperio socialista de los Incas;Baudin, Louis;s.d;Zig-Zag;4 ed.
3622;CPERLA&930.1&G369e;Estudios de Cultura Náhuatl;Garibay K., Angel María;1962;s.n;
3622;CPERLA&930.1&G369e;Estudios de Cultura Náhuatl;Garibay K., Angel María;1962;s.n;
3623;CPERLA&930.1&G871t;Incriptions of Peten;Griwswold, Sylvanus;1937;Carnegie institution of Washington;
3624;CPERLA&972.86&T693i;Interpretación del desarrollo social Centroamericano: procesos y estructuras de una sociedad dependiente;Torres, Edelberto;1973;Universitaria Centroamericana;3 ed.
3625;CPERLA&972.81&S875e;Etnografia de la República de Guatemala;Stoll, Otto;1938;s.e;
3626;CPERLA&909&R616c;Cites Maya;Rivet, Paúl;1954;Albert Guillot;
3627;CPERLA&930&S718t;Tablas cronologicas de los siglos jeroglificos;Sotomayor, Damaso;1897;Tipografia de la oficina impresora del timbre;
3628;CPERLA&690&W363v;Visual AIDS THEIR construction and use;Weaver, Gilbert G.;1949;D. Van Nostrand Company;
3629;CPERLA&972.81&C539e;Ayuntamiento colonial de la ciudad de Guatemala;Chinchilla, Aguilar Ernesto;1961;Universitaria;
3630;CPERLA&972.84&B223l;Vivienda de la época precolombina en El Salvador;Bará O., Roberto;s.d;Universidad de El Salvador;
3631;CPERLA&972.08&G216d;Documentos Historicos de Mexico;García, Joaquin;1903;s.n;
3632;CPERLA&946.01&V727l;Vida de los insectos;Villaverde, Felipe;1920;Calpe;
3633;CPERLA&930&C111;marco midden, marco island Florida;C., John;1965;s.n;
3634;CPERLA&930&N899;Noticia de la vida y escritos de D. Fr. Bartolome de las casas;;s.d;s.n;
3635;CPERLA&972.81&W129s;Santiago Chimaltenango: estudio antropologico-social de una comunidad indigena de huehuetenango;Wagley, Charles;1957;s.n;
3636;CPERLA&982.01&P438e;Imperio Hispánico en América;Perez Silva, Horacio;1958;Peuser;
3637;CPERLA&972.01&A479l;Arquitectura precolombina en México;Amabilis Dominguez, Manuel;1956;s.n;
3638;CPERLA&972&P339c;Cronologia Maya;Pavon Abrev, Raúl;1953;s.n;
3639;CPERLA&930.1&R173r;Relación del origen de los indios que habitan esta nueva España según sus historias;Ramírez, Codice;1944;Leyenda;
3640;CPERLA&946.08&M645t;Tratado de Paleografia Española;Millares Carlo, Agustin;1932;Villaiz;
3641;CPERLA&930&F449i;Idioma Pipil o Nahuatl de Cuscatlán Hoy República de El Salvador en la América Central;Fidias, Tomás;1937;La Union;
3642;CPERLA&902.02&L789r;Recurrencias de las fechas mayas;Lizardi Ramos, Cesár;1936;Excélsior;
3643;CPERLA&972.726 5&R433;Reseña de la historia Antigua de Yucatán;;s.d;s.n;
3644;CPERLA&930.1&M489s;Sintesis misticas de la historia maya segun el Chilam Balam de Chumayel;Mediz Bolio, Antonio;1935;s.n;
3645;CPERLA&972.08&C311l;omites cultura e historia prehispanicas de los pueblos mesoamericanos de habla Otomiana;Carrasco Pizana, Pedro;1950;s.n;
3646;CPERLA&972.08&T734a;Arte colonial en México;Toussaint, Manuel;1962;Imprenta Universitaria;2 ed.
3647;CPERLA&972.84&A663e;Pipil de la Región de los Itzalcos;Arauz, Prospero;s.d;Ministerio de Cultura;
3648;CPERLA&930.1&G211l;Arquitectura de México en el siglo XVI;Gante, Pablo C. de;1954;Porrua;2 ed.
3649;CPERLA&930.1&W811l;Chortis de Guatemala;Wisdom, Charles;1961;Ministerio de Educación Publica José de Pineda Ibarra;
3650;CPERLA&930.1&W529i;Ideas fundamentales del arte prehispanico en México;Westheim, Paúl;1957;Fondo de Cultura Economica;
3651;CPERLA&930.1&D542l;Serpiente emplumada;Díaz Bolio, José;s.d;Registro de cultura Yucateca;
3652;CPERLA&930&P899h;Historia universal de la Literatura;Prampolini, Santiago;1940;UTEHA Argentina;
3653;CPERLA&403&D545;Diccionario Sinca;;s.d;s.n;
3720;CPERLA&930.1&G948r;Redescubrimiento de América en el Arte;Guido, Angel;1944;El Ateneo;
3770;REF&CPERLA&403&G216d;Diccionario histórico enciclopédico de la República de El Salvador, San Salvador desde la conquista hasta el año de 1899 en lo político social, ciencias, letras y bellas artes;García, Miguel Angel;1958;;
6283;693.22&L864a;Análisis descriptivo de la inserción del terracreto en la construcción de vivienda popular;López Orellana, Byron Hugo;1980;Universidad de San Carlos de Guatemala;
